PUW,503.7299970329204
IAG,885.4238278715394
MTJ,329.13939761617814
GTR,498.9223334562943
DUT,536.5909902436505
IPT,609.7614230895
PAH,532.5354687377617
ADQ,192.84313839116507
ALW,585.2634058224174
COD,317.81304159592247
BQK,468.4445038130259
TXK,141.29710787548714
LMT,774.666297933318
SUN,526.9281903699451
PUB,431.2516747926608
SAF,441.24665272157415
OTH,477.4798345358994
PPG,344.6284083185563
BTM,471.6187079237858
HDN,412.05107957243825
OME,602.9554512493913
OTZ,813.679061320199
GGG,378.6684326127696
BRW,481.48530934186135
EGE,244.5215044431519
SUX,543.5707340824187
EKO,541.740512224979
PIH,814.3788101125899
BJI,720.7458585381622
RHI,277.27419357612257
CYS,725.0446009742634
CEC,334.4032157456858
OWB,469.15004934670543
ABR,153.93848237764803
CIU,422.8267296936786
PQI,327.2175419293866
MKG,356.2309902857679
PIB,142.99402888581423
MEI,484.62545307672656
ALO,531.3988435672723
BRD,534.3887806675954
PLN,428.05724382560265
BPT,505.01467346900046
ISN,419.15851651282037
SHD,521.0183702712844
ACK,516.4662054193923
ESC,690.816991803379
MMH,527.0341893711228
MCW,395.78998007538127
PSG,471.00472940012975
APN,392.2085084527405
FOD,390.5083108424991
IYK,309.62586326211124
MGW,429.7026313815738
LWB,388.59317607240536
PIR,645.8785433130853
HIB,629.3355732616934
IPL,489.62875399099676
TUP,315.87418301157214
IMT,410.2878561706349
RIW,575.1769124318298
CDV,365.3761914686306
DIK,275.12639380251926
WRG,242.1649986124725
JST,625.9324480855105
BHB,488.1016355682382
ATY,349.7551496057226
GUC,872.0116726297932
CDC,619.7707217161701
DUJ,294.1353191321605
MVY,610.1372632459397
DRT,440.6553374636346
EAR,509.6445980852553
INL,450.4579426813135
SHR,266.67621283786286
GLH,628.3262140999725
ENA,255.8771665498785
PKB,502.23970454977626
FMN,497.92718381399754
MSL,926.1199700773835
VCT,600.3835140617072
CKB,421.581852517706
SPN,258.0510843527226
TBN,470.94473498220316
LBF,510.0132246921133
GCK,474.7164814444637
DVL,663.264501016386
AOO,350.5074602094014
YAK,591.7140224524537
JMS,420.26153566790424
UIN,711.6433927310836
BFF,646.6145048909566
LAR,338.76837610746145
HYS,384.1838670861743
AKN,525.076928538275
MWA,555.8786779708723
DLG,429.63764751113547
JHW,268.3532773561432
CGI,636.6421719300112
LBL,294.40152572326474
AUG,376.98349389437095
ALS,512.2089169387884
HOM,521.3369982349452
VDZ,548.3830700253853
SDP,387.83610706780814
LEB,751.978188415136
IRK,661.4395204116867
BFD,480.0375507960022
WYS,523.4053681393615
CDB,430.5373019781732
PVU,381.7836724622523
TEX,746.2175298368657
LNS,781.2788946196698
BKW,565.7170181157366
HGR,849.0214818901225
VEL,366.19720781603013
CEZ,529.8495843847675
RUT,290.47307486252225
ART,430.52127162046963
DDC,632.4096287240449
AIA,339.30396386572056
TVF,479.51027091016863
MSS,201.41350686231453
WRL,272.58256908539227
CDR,926.2500993613037
SOW,681.195262250512
